,sh.600025,sh.600026,sh.600028,sh.600039,sh.600085,sh.600111,sh.600160,sh.600188,sh.600415,sh.600674,sh.600795,sh.601058,sh.601088,sh.601127,sh.601169,sh.601225,sh.601288,sh.601328,sh.601600,sh.601699,sh.601857,sh.601898,sh.601899,sh.601985,sh.601988,sh.603260,sz.000301,sz.000408,sz.000807,sz.000963,sz.000983,sz.000999,sz.001965,sz.002028,sz.002466,sz.002594,sz.002920,sz.300274,sz.300308,sz.302132
sh.601857,8.277158138578385e-05,0.00015678807344775048,0.00021275515685744955,0.00010069633430098422,4.231079169649299e-05,0.00010826296257020451,9.304177173535901e-05,0.00029967879997547535,8.850669290175939e-05,8.919427630392524e-05,9.455796560396871e-05,1.275776195420941e-05,0.00021320754311636648,5.682101365699233e-05,6.444255155578523e-05,0.0002247677616622435,6.29771605276503e-05,7.036014892151168e-05,0.00025628242559214376,0.00023643029013208425,0.0003528171772805013,0.00026015747902843753,0.00018881171960390486,0.00011728472479585522,6.389148711618455e-05,8.412421706555643e-05,9.46619407450116e-05,4.367394358371051e-05,0.0002595608905707779,2.7267660825806383e-05,0.0002516610308861718,3.4829023272415206e-05,9.444725668529644e-05,4.4107597291971846e-05,4.326207849888308e-05,2.381039094998307e-05,-4.5829774633930986e-05,-8.374513634982225e-06,3.431445571928521e-05,3.4268785900212934e-05
sh.601898,0.00013558656626249353,0.0002856584940803436,0.0002039653249341917,0.00012134242770834967,3.0396167389509082e-05,0.00018939850121994255,0.00019002060618910225,0.0007107736682194472,8.684677229985435e-05,0.00013645297700218064,0.00014681012703406313,7.511039921279591e-05,0.0004550354443297517,0.00014339129139720726,6.150474525772383e-05,0.0005330259747922684,5.5625297811737866e-05,7.279709313982447e-05,0.00045600839092500557,0.0006381381289072027,0.00026015747902843753,0.0008163792196407707,0.00030089758819580326,0.00018541066093357382,6.541424063460651e-05,9.427415105666028e-05,0.0001548992898010748,9.821226578861104e-05,0.0004628879673044643,2.475946845196105e-05,0.0006819029386257353,-2.6102954375586073e-06,0.0001243519515279294,9.286565622512261e-05,0.00016611312853086278,8.983602792254216e-06,-5.094308579815903e-05,4.852400399429113e-06,-1.0954053158172412e-05,5.2659284237505804e-05
sh.601899,5.388237973999159e-05,0.00021345261287541867,0.00016447366478758807,0.00013273334087175457,8.609639475226416e-05,0.0003623719958628305,0.00024164284951425414,0.0003356255492317458,0.00010887775303038437,5.18919567906359e-05,6.892360983962729e-05,0.00015046682395740288,0.0002270891176511845,0.0001984951410526044,6.187293720276019e-05,0.00028940009222985015,3.440312715069794e-05,6.544857654508252e-05,0.0004972695975148616,0.00035465396919207346,0.00018881171960390486,0.00030089758819580326,0.0006942720109877517,0.0001279845722585273,3.5824213956706554e-05,0.0002271461718583129,0.0002478299879711708,0.0002211994078588055,0.0005207029352981878,0.00013876251323262378,0.00039848559053728863,6.153508237492394e-05,8.880990334261382e-05,9.858816705485171e-05,0.00034379090437206277,0.0002257835063680663,0.00010609745513511532,0.00015489951069302653,0.00010401294678585855,0.0001391071726210473
sh.601985,0.0001906133568507414,0.00013023206254421374,0.00010758434767529791,0.00013529069096800462,8.697922856122384e-05,0.00012907904380522474,0.00013923377356241036,0.0001907940781501597,8.197085725109432e-05,0.00017591167479078277,0.00021294551417304987,7.460892835650966e-05,0.00016879832541999608,0.00010649680694390126,5.0750818165495e-05,0.00016476356276771994,4.086316051437038e-05,4.5457788464156014e-05,0.0002208737105200379,0.00019816934148941497,0.00011728472479585522,0.00018541066093357382,0.0001279845722585273,0.0003845601354078595,4.163023555308363e-05,7.418924111988138e-05,0.00010340593506697231,9.589753259597993e-05,0.0002047573558573772,6.53160637181522e-05,0.00021570913614698463,8.85108676485202e-05,0.00010704514204975582,9.574134114334359e-05,8.133353525778269e-05,5.816751402944848e-05,1.8693186517020845e-05,3.182607433418551e-05,2.8340801927841687e-05,8.619840801233517e-05
sh.601988,3.122323405757428e-05,3.342329401328121e-05,5.916541516854739e-05,2.7294202154518084e-05,3.325071218003862e-05,-4.87317339069038e-07,-9.652579395493214e-06,8.418607884800397e-05,3.9942120901191e-05,2.8288170798112843e-05,3.384169903263107e-05,-2.301993021825783e-05,5.735629379816704e-05,-1.2320927574047062e-05,5.610929824631511e-05,6.052865891350549e-05,7.190446812733981e-05,6.362766353702594e-05,5.1346700858947497e-05,4.295227229260857e-05,6.389148711618455e-05,6.541424063460651e-05,3.5824213956706554e-05,4.163023555308363e-05,9.790839047993192e-05,-2.3231681461465702e-05,-1.5828276977209267e-05,-1.9993305117374628e-06,4.8576793610951387e-05,1.1006373487352874e-05,5.568596648179591e-05,2.952903155378735e-05,5.04381955898126e-05,-2.1952269680477564e-05,-1.5028621763300504e-05,-2.1262817578429373e-05,-3.4190258910694014e-05,-4.946069016206376e-05,-7.101794213954648e-06,-3.713902881398976e-06
sh.603260,6.45497477247503e-05,7.812395494071545e-05,2.6707439950013137e-05,6.357735307934354e-05,6.736635751034573e-05,0.0004443956325998352,0.00033907523801520026,0.00021610887366043332,-1.7208105980436895e-05,6.393255974368203e-05,8.114195302846348e-05,0.000235579566585867,9.057555898164476e-05,0.00034651847083921265,4.924324769686804e-06,0.00015393015492128615,-2.7456308326972534e-05,-1.918698835339019e-05,0.0002994927606464177,0.0001581796317723343,8.412421706555643e-05,9.427415105666028e-05,0.0002271461718583129,7.418924111988138e-05,-2.3231681461465702e-05,0.001278043361152348,0.00048048679279392444,0.0003353151815703966,0.0003449025175531332,0.00012065897253618752,0.0002523725556737107,6.034799622375243e-05,-1.4761401408209182e-05,0.0002485031699585124,0.0004676595378392575,0.00029280289320460456,0.000268353281534122,0.00048435874582061084,0.00010394859221713898,0.0001451753905117157
sz.000301,8.425447628680489e-05,0.00010235899684923385,5.95394065928821e-05,0.00013505816042834988,0.00012419634320151796,0.00046236497391493654,0.00035954994480224986,0.00020981494931349257,7.886897754367127e-05,8.278240946890253e-05,5.490701607911191e-05,0.0002632402495724321,7.4123356729275e-05,0.0003007019200749627,-1.2080014560345377e-06,0.0001562029950519871,-1.4186531075113015e-05,1.4581181375338907e-06,0.0002961299440331906,0.0001547121448433689,9.46619407450116e-05,0.0001548992898010748,0.0002478299879711708,0.00010340593506697231,-1.5828276977209267e-05,0.00048048679279392444,0.0012263615110858783,0.00022923295477103223,0.0003399542670187189,0.0001396678226691602,0.0002406052766685968,5.046600225901933e-05,4.489915764983809e-05,0.0002536733028217327,0.0004446398498569738,0.00031826057052891155,0.0002911895894458927,0.00044569538408830415,0.00010077001583966974,0.00014632201146825674
sz.000408,4.7453017036290525e-05,8.878662068219658e-05,3.388697374767765e-05,0.00012200419132013086,8.509147802753291e-05,0.0004382730440010696,0.00030114236715242344,0.00015341142205830703,5.216783961955259e-05,4.029946938954451e-05,8.267516306066354e-05,0.00021098793216181678,8.184378367765404e-05,0.00033053048867289425,1.2658708476365183e-05,0.00012965912044780826,-1.2041667302347145e-05,1.3366920091355861e-05,0.00025517827709308367,0.00016545180386903758,4.367394358371051e-05,9.821226578861104e-05,0.0002211994078588055,9.589753259597993e-05,-1.9993305117374628e-06,0.0003353151815703966,0.00022923295477103223,0.0010117830780149001,0.0002482096276941696,0.00012253662855533313,0.00016915125155617233,7.746077806717764e-05,-3.407802417207361e-06,0.00017769528173172642,0.0006490453586679906,0.00031112557659360564,0.00020094584896387263,0.00030680507204225107,6.674443198068707e-05,0.0001715187733274194
sz.000807,0.00013927532209414455,0.0002872549734970887,0.00019910411641753782,0.00016024934937392685,0.00011542899267264338,0.00042872555318660316,0.00034505818725243624,0.0005574492809168335,0.0001359962391215161,0.00012383426196251783,0.00016057331560276138,0.00014287143265101103,0.0003248367656553894,0.000359133938432928,8.186584179638523e-05,0.00040925410328576276,4.8809031527638376e-05,8.048871904289866e-05,0.0008386842342037444,0.0005281997525605813,0.0002595608905707779,0.0004628879673044643,0.0005207029352981878,0.0002047573558573772,4.8576793610951387e-05,0.0003449025175531332,0.0003399542670187189,0.0002482096276941696,0.0011825511165115005,0.00011619445787655384,0.0006120255793085134,5.1843564127396053e-05,0.00012921202030803436,0.0001834194230978893,0.00033818435489067723,0.0001754262008228408,5.54240092824467e-05,0.00019814602015682977,5.913309836310364e-05,0.00016732403735727106
sz.000963,5.5908126440952225e-05,5.049464689005135e-05,3.336223646190342e-05,9.457197855855327e-05,0.00019492413232531303,0.00013491790130595418,9.835250750576416e-05,-5.446413855371635e-06,0.00013197369564272237,8.348415723380761e-05,7.388276735780898e-05,0.00021791838322370353,2.8776536087893448e-05,0.00017774873059879292,3.5670855299200654e-05,4.711056147582393e-05,6.046148849298981e-06,1.7771526747116685e-05,9.1125465745752e-05,2.8475664181974977e-05,2.7267660825806383e-05,2.475946845196105e-05,0.00013876251323262378,6.53160637181522e-05,1.1006373487352874e-05,0.00012065897253618752,0.0001396678226691602,0.00012253662855533313,0.00011619445787655384,0.0008439056883397298,2.064033368454771e-05,0.00014596434476432492,7.132336352710845e-05,0.00015536663739053438,0.00013367059757330685,0.0002094971622084081,0.0001456335399255386,0.00018079727407229715,9.545518017594056e-05,0.00012225052635692508
