,sh.600025,sh.600026,sh.600028,sh.600039,sh.600085,sh.600111,sh.600160,sh.600188,sh.600415,sh.600674,sh.600795,sh.601058,sh.601088,sh.601127,sh.601169,sh.601225,sh.601288,sh.601328,sh.601600,sh.601699,sh.601857,sh.601898,sh.601899,sh.601985,sh.601988,sh.603260,sz.000301,sz.000408,sz.000807,sz.000963,sz.000983,sz.000999,sz.001965,sz.002028,sz.002466,sz.002594,sz.002920,sz.300274,sz.300308,sz.302132
sh.600025,0.9999999999999997,0.11573271420936078,0.22643862158804517,0.1514734153877878,0.08751953372569071,0.1304299779617949,0.20914299695254387,0.17989168040990808,0.07970871667713254,0.627818604187711,0.5135626294376112,0.07388034792024635,0.26538013043131425,0.12437049931456648,0.23117183894947113,0.2145796296543541,0.17629144052730006,0.19546425691193642,0.2505461141822228,0.21544737422239615,0.2186753586705152,0.23548548717015277,0.10147881682610506,0.4823526335957004,0.1565890482362601,0.08960148559356565,0.1193925375964181,0.07403099380150187,0.20098223233053786,0.09550397260376019,0.2275853891999491,0.047600224776738836,0.23274350351749715,0.15613890777209752,0.03523141009725224,0.07652138390297517,-0.003838783698253792,0.02915568625787826,-0.0699757493113471,0.03968286944200939
sh.600026,0.11573271420936078,1.0000000000000002,0.253344288806736,0.10303430477311297,0.054573249480723486,0.0942479562017625,0.14334560203583022,0.2390239906309479,0.12495894154934763,0.1250043724327086,0.15133431160040575,0.05393019243563424,0.29230648345709687,0.13567178401342667,0.1764910005292298,0.2784009193209706,0.11215201593351742,0.18395568449503605,0.2688394214283154,0.24176204980289248,0.24610552249644635,0.29477073723534086,0.2388470285621032,0.19580283866504908,0.09959154956555796,0.06443096300887673,0.08617870448201571,0.08229757090924475,0.2462866046554646,0.051248549552633534,0.26207158854422324,0.039223168330185555,0.19366629654740086,0.10743356489281146,0.0965668986663746,0.0772810690439432,0.026393695340219066,-0.00758374772402704,0.08437282899592925,0.09307339046908147
sh.600028,0.22643862158804517,0.253344288806736,1.0000000000000002,0.1887898077427238,0.14003275060666642,0.18246338819548447,0.18977426852427162,0.34818783791188307,0.2148175737428733,0.26635547107410973,0.2632313575145596,0.028329966507419046,0.5014154936986137,0.02878285038994329,0.4211085892569563,0.4415350500575814,0.43052038721569447,0.4001717240794885,0.4783840136296593,0.3631998504374911,0.7579133570845931,0.4776664039015295,0.41768210284619434,0.3670973807688858,0.4001034411970498,0.049988924391540644,0.11376523594780352,0.07128586213447057,0.3874222898947887,0.07684622269247819,0.39289061850101564,0.13748194907160813,0.35420209368290356,0.07590869161860679,0.06045497090101364,-0.04889361625458365,-0.08188822323534516,-0.07784569384498863,0.06297163843593086,0.07677769713448435
sh.600039,0.1514734153877878,0.10303430477311297,0.1887898077427238,1.0,0.07521060107682473,0.14493491554388574,0.18576058859084882,0.07669037920224259,0.1381946232581933,0.20667469085050516,0.22013060448928456,0.11733163844338822,0.13569937960384068,0.05958227663320536,0.15508496624268187,0.16267762619807513,0.09078155463456866,0.09594926001351164,0.16528394964677656,0.0999635771866946,0.18425614026422835,0.14596538526310476,0.1731403798379017,0.23712041851653862,0.09480770138073562,0.06112414785516319,0.1325545815707159,0.13182998839309212,0.16016568766041195,0.11189190990257333,0.10304013630152269,0.08678137416837772,0.16161180936455471,0.14610014253076428,0.06045308506290879,0.08631337798393664,0.007888125312034516,0.022103365050101624,0.0563509781541545,0.07343782776300087
sh.600085,0.08751953372569071,0.054573249480723486,0.14003275060666642,0.07521060107682473,1.0000000000000002,0.09785700434683554,0.08715071535085639,-0.03140375553078016,0.18515964310042557,0.1431982373804829,0.10128670963958335,0.18994279256105223,0.04576705325270928,0.0827025457179601,0.15564780822116409,0.020228187754923053,0.10808898184508985,0.1518830420575679,0.14179939094381636,-0.010747553778387127,0.08977427019353583,0.042398300521494334,0.13022540878506125,0.17677018343565543,0.13392652125586596,0.07510102484329316,0.14134327338762753,0.1066149122220626,0.13377671785800255,0.2674202218139615,0.027948656554190127,0.5348123736707409,0.1943540211026593,0.137952405610572,0.06042440308981914,0.13097929098558012,0.13078804817015924,0.09395827292946166,0.11898607127093352,0.1246036110991036
sh.600111,0.1304299779617949,0.0942479562017625,0.18246338819548447,0.14493491554388574,0.09785700434683554,1.0000000000000007,0.38738984028248735,0.22115356591157287,0.08974467875715422,0.09179185564931083,0.1411611770090035,0.2695855120257042,0.15814049375530181,0.30011273906210856,0.09597700648247819,0.2121351325699523,-0.012947654976953828,0.027745122791455558,0.4569618968173485,0.21416540276891577,0.17336456844161147,0.19938196109767606,0.4136614933578325,0.19798345767958284,-0.0014813483725072119,0.37389726121313155,0.39712841939302634,0.4144349285071643,0.37499433274532934,0.13969405239389043,0.26283995556774153,0.06098325721364023,0.08658059104612074,0.2637902745514631,0.467600765443587,0.36290558329317846,0.19966585618369928,0.2733713860524942,0.13192528594286068,0.22452424131932278
sh.600160,0.20914299695254387,0.14334560203583022,0.18977426852427162,0.18576058859084882,0.08715071535085639,0.38738984028248735,1.0000000000000004,0.17914947029886516,0.12744235251064953,0.20377341724135575,0.20598003944927484,0.2634671733457133,0.18858718270020844,0.21801757634286173,0.03996568466056209,0.24156706199776745,-0.03277121452366378,0.04773014928094404,0.368389167429911,0.2666515683512914,0.16984330451657073,0.2280342324962555,0.3144520565727391,0.2434488808500668,-0.03344866174197035,0.3252135264151324,0.3520426570688517,0.3246186548648796,0.3440548584289211,0.11608705649923462,0.25866675553852586,0.05802101047122939,0.1092396990504841,0.2959601869314568,0.352290574423909,0.23401449349282807,0.19449387492957443,0.19959495151359616,0.057701138304692604,0.16156407928611616
sh.600188,0.17989168040990808,0.2390239906309479,0.34818783791188307,0.07669037920224259,-0.03140375553078016,0.22115356591157287,0.17914947029886516,0.9999999999999991,0.0500652615978805,0.21094664974011404,0.16033095186652196,0.09114537260325786,0.607437284949152,0.08894468577728017,0.10047655180875151,0.6183870986110478,0.0935401859382804,0.14592984429575323,0.41250013232568133,0.5602196944502535,0.3839898393092015,0.5987202288406264,0.30656936714360283,0.2341646492494983,0.20477121089145195,0.14549175338590845,0.14420016084068965,0.11607870708694533,0.3901521195732447,-0.00451234455322739,0.5653831132230205,-0.022951875886758642,0.1394836714549687,0.04481678526965764,0.10593107141447405,0.024219055988445565,-0.008457467482916725,-0.00016876936185099856,-0.0220723914905856,0.03361353164287508
sh.600415,0.07970871667713254,0.12495894154934763,0.2148175737428733,0.1381946232581933,0.18515964310042557,0.08974467875715422,0.12744235251064953,0.0500652615978805,1.0000000000000002,0.08369068313657493,0.08880990270823244,0.11722552247664737,0.0932621660048805,0.08115540266902331,0.2325049185086149,0.1146021475531022,0.11781495538138016,0.23143040621979125,0.18340224793620494,0.1088531219987962,0.1839239669000721,0.11864372784322397,0.16129146746469253,0.16316027113770543,0.15756445031304034,-0.018788726739551353,0.08790913912867612,0.06401713274056763,0.1543668384649188,0.17732807257865835,0.13318696222325463,0.13100102722705262,0.22646727578614007,0.03663645089283398,0.05655304446905303,0.10992930757958816,0.06707522824977123,-0.0662839485176082,0.14989700357201152,0.12823837335719493
sh.600674,0.627818604187711,0.1250043724327086,0.26635547107410973,0.20667469085050516,0.1431982373804829,0.09179185564931083,0.20377341724135575,0.21094664974011404,0.08369068313657493,0.9999999999999997,0.463059685134123,0.16927728511655907,0.3323793489758962,0.0989632849308564,0.2202443564306253,0.2564138039108916,0.17310350204947414,0.15851140503518057,0.27000297277190044,0.21602097339760318,0.2721670043717182,0.2737224332687493,0.1128778078915104,0.5141453117304525,0.16385822934298286,0.10249971230898053,0.13548841259970212,0.07261543942789231,0.20639739259024792,0.16471397873332344,0.24077976187784858,0.12583448612867396,0.25560898091573697,0.19367642687294814,0.048521897026833294,0.12641493582398883,0.023592993436686232,0.08293020432700048,0.008137145163010206,0.029473183151710672
